size,volume fraction
$\mu m$,-
793.6317063473336,4.508587100216228e-05
798.6388464504713,4.2170571370562535e-05
803.6459865536091,3.943912690557588e-05
808.6531266567468,3.688030640334011e-05
813.6602667598846,3.4483536194345226e-05
818.6674068630224,3.223886390586489e-05
823.67454696616,3.0136924040160944e-05
828.6816870692978,2.816890529248582e-05
833.6888271724356,2.6326519534762415e-05
838.6959672755734,2.4601972392768032e-05
843.7031073787111,2.2987935346665015e-05
848.7102474818489,2.14775192867929e-05
853.7173875849866,2.0064249458747075e-05
858.7245276881243,1.8742041733904446e-05
863.7316677912621,1.7505180143705894e-05
868.7388078943999,1.634829561815585e-05
873.7459479975375,1.526634587114371e-05
